sid,sentence
1646,"Scrooge had observed this change, but never spoke of it,         until they left a children’s Twelfth Night party, when, looking at         the Spirit as they stood together in an open place, he noticed that its         hair was grey."
1647,“Are spirits’ lives so short?”
1648,asked Scrooge.
1649,"“My life upon this globe, is very brief,” replied the Ghost. "
1650,       “It ends to-night.”
1651,“To-night!”
1652,cried Scrooge.
1653,“To-night at midnight.
1654,Hark!
1655,The time is drawing near.”
1656,The chimes were ringing the three quarters past eleven at that moment.
1657,"“Forgive me if I am not justified in what I ask,” said         Scrooge, looking intently at the Spirit’s robe, “but I see         something strange, and not belonging to yourself, protruding from your         skirts."
1658,Is it a foot or a claw?”
1659,"“It might be a claw, for the flesh there is upon it,” was         the Spirit’s sorrowful reply."
1660,“Look here.”
1661,"From the foldings of its robe, it brought two children;"
1662,"wretched,         abject, frightful, hideous, miserable."
1663,"They knelt down at its feet, and         clung upon the outside of its garment."
1664,"“Oh, Man!"
1665,look here.
1666,"Look, look, down here!”"
1667,exclaimed the         Ghost.
1668,They were a boy and girl.
1669,"Yellow, meagre, ragged, scowling, wolfish;"
1670,"but         prostrate, too, in their humility."
1671,"Where graceful youth should have         filled their features out, and touched them with its freshest tints, a         stale and shrivelled hand, like that of age, had pinched, and twisted         them, and pulled them into shreds."
1672,"Where angels might have sat         enthroned, devils lurked, and glared out menacing."
1673,"No change, no         degradation, no perversion of humanity, in any grade, through all the         mysteries of wonderful creation, has monsters half so horrible and         dread."
1675,"Scrooge started back, appalled."
1676,"Having them shown to him in this way, he         tried to say they were fine children, but the words choked themselves,         rather than be parties to a lie of such enormous magnitude."
1677,“Spirit!
1678,are they yours?”
1679,Scrooge could say no more.
1680,"“They are Man’s,” said the Spirit, looking down upon         them."
1681,"“And they cling to me, appealing from their fathers."
1682,This         boy is Ignorance.
1683,This girl is Want.
1684,"Beware them both, and all of their         degree, but most of all beware this boy, for on his brow I see that         written which is Doom, unless the writing be erased."
1685,Deny it!” 
1686,"       cried the Spirit, stretching out its hand towards the city."
1687,“Slander         those who tell it ye!
1688,"Admit it for your factious purposes, and make it         worse."
1689,And bide the end!”
1690,“Have they no refuge or resource?”
1691,cried Scrooge.
1692,“Are there no prisons?”
1693,"said the Spirit, turning on him for         the last time with his own words."
1694,“Are there no workhouses?”
1695,The bell struck twelve.
1696,"Scrooge looked about him for the Ghost, and saw it not."
1697,"As the last         stroke ceased to vibrate, he remembered the prediction of old Jacob         Marley, and lifting up his eyes, beheld a solemn Phantom, draped and         hooded, coming, like a mist along the ground, towards him."
1699,STAVE  FOUR.
1701,THE LAST OF THE SPIRITS.
1703,"The Phantom slowly, gravely, silently,         approached."
1704,"When it came near him, Scrooge bent down upon his knee;"
1705,for         in the very air through which this Spirit moved it seemed to scatter         gloom and mystery.
1706,"It was shrouded in a deep black garment, which concealed its head, its         face, its form, and left nothing of it visible save one outstretched         hand."
1707,"But for this it would have been difficult to detach its figure         from the night, and separate it from the darkness by which it was         surrounded."
1708,"He felt that it was tall and stately when it came beside him, and that         its mysterious presence filled him with a solemn dread."
1709,"He knew no more,         for the Spirit neither spoke nor moved."
1710,“I am in the presence of the Ghost of Christmas Yet To Come?” 
1711,       said Scrooge.
1712,"The Spirit answered not, but pointed onward with its hand."
1713,"“You are about to show me shadows of the things that have not         happened, but will happen in the time before us,” Scrooge pursued. "
1714,"       “Is that so, Spirit?”"
1715,"The upper portion of the garment was contracted for an instant in its         folds, as if the Spirit had inclined its head."
1716,That was the only answer         he received.
1717,"Although well used to ghostly company by this time, Scrooge feared the         silent shape so much that his legs trembled beneath him, and he found         that he could hardly stand when he prepared to follow it."
